Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
ENGENHARIA MECÂNICA,33021015006P5,UNIVERSIDADE DE TAUBATÉ,UNITAU,SP,-,-,3,-,ENGENHARIAS III
ENGENHARIA MECÂNICA,33027013003P4,CENTRO UNIVERSITÁRIO FEI,FEI,SP,3,-,-,-,ENGENHARIAS III
ENGENHARIA MECÂNICA,40001016040P5,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,5,5,-,-,ENGENHARIAS III
ENGENHARIA MECÂNICA,40003019005P8,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUC/PR,PR,6,6,-,-,ENGENHARIAS III
ENGENHARIA MECÂNICA,41001010006P8,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,6,6,-,-,ENGENHARIAS III
ENGENHARIA MECÂNICA,42001013046P9,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,6,6,-,-,ENGENHARIAS III
ENGENHARIA MECÂNICA,21015007001P8,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,MA,A,-,-,-,ENGENHARIAS III
ENGENHARIA MECÂNICA,33001014073P0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,SP,A,-,-,-,ENGENHARIAS III
ENGENHARIA MECÂNICA,32007019054P1,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,MG,A,-,-,-,ENGENHARIAS III
ENGENHARIA MECÂNICA,32020015010P3,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,CEFET,MG,A,-,-,-,ENGENHARIAS III
ENGENHARIA MECÂNICA,42002010165P8,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,RS,A,-,-,-,ENGENHARIAS III
ENGENHARIA MECÂNICA,52001016113P6,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,A,-,-,-,ENGENHARIAS III
Engenharia Mecânica,24009016025P1,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,PB,3,-,-,-,ENGENHARIAS III
Engenharia Mecânica,33021015014P8,UNIVERSIDADE DE TAUBATÉ,UNITAU,SP,3,-,-,-,ENGENHARIAS III
Engenharia Mecânica,40006018029P3,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,PR,3,-,-,-,ENGENHARIAS III
Engenharia Mecânica,33084017003P6,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,SP,3,-,-,-,ENGENHARIAS III
Engenharia Mecânica,42008018013P8,UNIVERSIDADE DE CAXIAS DO SUL,UCS,RS,-,-,3,-,ENGENHARIAS III
Engenharia Mecânica,42007011023P7,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,RS,4,4,-,-,ENGENHARIAS III
Engenharia Mecânica,33144010011P2,UNIVERSIDADE FEDERAL DO ABC,UFABC,SP,3,-,-,-,ENGENHARIAS III
Engenharia Mecânica,41002016019P5,UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UDESC,SC,3,-,-,-,ENGENHARIAS III
Engenharia Mecânica,32018010006P5,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI,UFSJ,MG,4,-,-,-,ENGENHARIAS III
Engenharia Mecânica,40006018024P1,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,PR,3,-,-,-,ENGENHARIAS III
Engenharia Mecânica,33087016001P2,UNIVERSIDADE SANTA CECÍLIA,UNISANTA,SP,-,-,4,4,ENGENHARIAS III
Engenharia Mecânica,40004015038P0,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,PR,3,-,-,-,ENGENHARIAS III
Engenharia Mecânica,42004012024P4,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,RS,3,-,-,-,ENGENHARIAS III
ENGENHARIA MECÂNICA E DE MATERIAIS,40006018003P4,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,PR,4,4,-,-,ENGENHARIAS III
Engenharia Mecatrônica,23001011074P9,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,RN,3,-,-,-,ENGENHARIAS III
ENGENHARIA NAVAL,15001016085P8,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,PA,3,-,-,-,ENGENHARIAS III
ENGENHARIA NAVAL E OCEÂNICA,33002010049P9,UNIVERSIDADE DE SÃO PAULO,USP,SP,5,5,-,-,ENGENHARIAS III
ENGENHARIA OCEÂNICA,31001017032P7,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,4,4,-,-,ENGENHARIAS III
ENGENHARIA OCEÂNICA,42004012004P3,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,RS,3,-,-,-,ENGENHARIAS III
Gestão e Tecnologia em Sistemas Produtivos,33126011002P9,CENTRO ESTADUAL DE EDUCAÇÃO TECNOLÓGICA PAULA SOUZA,CEETEPS,SP,-,-,3,-,ENGENHARIAS III
Integridade de Materiais da Engenharia,53001010086P5,UNIVERSIDADE DE BRASÍLIA,UNB,DF,3,-,-,-,ENGENHARIAS III
MECATRÔNICA,28001010045P6,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,4,4,-,-,ENGENHARIAS III
MÉTODOS NUMÉRICOS EM ENGENHARIA,40001016030P0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,3,3,-,-,ENGENHARIAS III
METROLOGIA,31005012028P5,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,RJ,5,-,-,-,ENGENHARIAS III
METROLOGIA E QUALIDADE,31069010001P6,"INSTITUTO NACIONAL DE METROLOGIA, NORMALIZAÇÃO E QUALIDADE INDUSTRIAL",INMETRO,RJ,-,-,3,-,ENGENHARIAS III
Montagem Industrial,31003010087P2,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,RJ,-,-,3,-,ENGENHARIAS III
PESQUISA OPERACIONAL,33009015094P9,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,4,4,-,-,ENGENHARIAS III
PESQUISA OPERACIONAL E INTELIGÊNCIA COMPUTACIONAL,31032010003P2,UNIVERSIDADE CÂNDIDO MENDES,UCAM,RJ,-,-,3,-,ENGENHARIAS III
PLANEJAMENTO ENERGÉTICO,31001017102P5,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,6,6,-,-,ENGENHARIAS III
Projeto e Processos de Fabricação,42009014008P0,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,FUPF,RS,-,-,3,-,ENGENHARIAS III
SISTEMAS E PROCESSOS INDUSTRIAIS,42020018004P1,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,RS,3,-,-,-,ENGENHARIAS III
SISTEMAS MECATRÔNICOS,53001010052P3,UNIVERSIDADE DE BRASÍLIA,UNB,DF,3,3,-,-,ENGENHARIAS III
