Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
CIÊNCIAS DO EXERCÍCIO E DO ESPORTE,31004016066P8,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,RJ,4,4,-,-,EDUCAÇÃO FÍSICA
CIÊNCIAS DO MOVIMENTO,51001012180P2,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,MS,A,-,-,-,EDUCAÇÃO FÍSICA
CIÊNCIAS DO MOVIMENTO HUMANO,15001016165P1,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,PA,A,-,-,-,EDUCAÇÃO FÍSICA
CIÊNCIAS DO MOVIMENTO HUMANO,12001015175P9,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,AM,A,-,-,-,EDUCAÇÃO FÍSICA
CIÊNCIAS DO MOVIMENTO HUMANO,42001013051P2,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,6,6,-,-,EDUCAÇÃO FÍSICA
CIÊNCIAS DO MOVIMENTO HUMANO,41002016004P8,UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UDESC,SC,4,4,-,-,EDUCAÇÃO FÍSICA
CIÊNCIAS DO MOVIMENTO HUMANO,40031012072P0,UNIVERSIDADE ESTADUAL DO NORTE DO PARANÁ,UENP,PR,A,-,-,-,EDUCAÇÃO FÍSICA
Ciências do Movimento Humano,33007012011P3,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,SP,4,4,-,-,EDUCAÇÃO FÍSICA
CIÊNCIAS DO MOVIMENTO HUMANO E REABILITAÇÃO,33009015175P9,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,4,4,-,-,EDUCAÇÃO FÍSICA
Ciências Fonoaudiológicas,32001010094P5,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,4,4,-,-,EDUCAÇÃO FÍSICA
DESEMPENHO HUMANO OPERACIONAL,31096018002P9,UNIVERSIDADE DA FORÇA AÉREA,UNIFA,RJ,-,-,A,-,EDUCAÇÃO FÍSICA
DISTÚRBIOS DA COMUNICAÇÃO,40020010001P7,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,PR,4,4,-,-,EDUCAÇÃO FÍSICA
DISTÚRBIOS DA COMUNICAÇÃO HUMANA,42002010017P9,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,RS,4,4,-,-,EDUCAÇÃO FÍSICA
DISTÚRBIOS DA COMUNICAÇÃO HUMANA (FONOAUDIOLOGIA),33009015026P3,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,5,5,-,-,EDUCAÇÃO FÍSICA
EDUCAÇÂO FISICA,42002010054P1,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,RS,4,-,-,-,EDUCAÇÃO FÍSICA
EDUCAÇÃO FÍSICA,42003016026P0,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,RS,4,4,-,-,EDUCAÇÃO FÍSICA
EDUCAÇÃO FÍSICA,30001013025P8,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,ES,4,4,-,-,EDUCAÇÃO FÍSICA
EDUCAÇÃO FÍSICA,53003012007P7,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,DF,4,4,-,-,EDUCAÇÃO FÍSICA
EDUCAÇÃO FÍSICA,41001010039P3,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,6,6,-,-,EDUCAÇÃO FÍSICA
EDUCAÇÃO FÍSICA,40002012029P8,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,PR,4,4,-,-,EDUCAÇÃO FÍSICA
EDUCAÇÃO FÍSICA,25020013010P3,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,PE,3,-,-,-,EDUCAÇÃO FÍSICA
EDUCAÇÃO FÍSICA,40001016047P0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,6,6,-,-,EDUCAÇÃO FÍSICA
EDUCAÇÃO FÍSICA,25001019156P0,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,3,-,-,-,EDUCAÇÃO FÍSICA
EDUCAÇÃO FÍSICA,33004137068P8,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, PRESIDENTE PRUDENTE",UNESP-PP,SP,-,-,3,-,EDUCAÇÃO FÍSICA
