Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
AGRONOMIA (CIÊNCIA DO SOLO),33004102071P2,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, JABOTICABAL",UNESP-JAB,SP,5,5,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (CIÊNCIAS DO SOLO),31002013002P7,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,RJ,6,6,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (ENERGIA NA AGRICULTURA),33004064021P7,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU",UNESP-BOT,SP,4,4,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (ENTOMOLOGIA AGRÍCOLA),33004102037P9,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, JABOTICABAL",UNESP-JAB,SP,5,5,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (ESTATÍSTICA  E EXPERIMENTAÇÃO AGRONÔMICA),33002037008P1,ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ - USP,USP-ESALQ,SP,4,4,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (FISIOLOGIA VEGETAL),32004010008P4,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MG,4,4,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (FITOPATOLOGIA),32004010012P1,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MG,5,5,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (FITOPATOLOGIA),33002037002P3,ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ - USP,USP-ESALQ,SP,7,7,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (FITOPATOLOGIA),32002017002P0,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,7,7,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (FITOTECNIA),32004010001P0,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MG,5,5,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (FITOTECNIA),22001018012P0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,4,4,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (FITOTECNIA),28006011001P7,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,BA,4,4,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (GENÉTICA E MELHORAMENTO DE PLANTAS),33002037004P6,ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ - USP,USP-ESALQ,SP,7,7,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (GENÉTICA E MELHORAMENTO DE PLANTAS),33004102029P6,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, JABOTICABAL",UNESP-JAB,SP,4,4,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (HORTICULTURA),33004064014P0,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU",UNESP-BOT,SP,5,5,-,-,CIENCIAS AGRARIAS I
Agronomia: Horticultura Irrigada,28005015005P6,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,BA,4,-,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (IRRIGAÇÃO E DRENAGEM),33004064038P7,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU",UNESP-BOT,SP,5,5,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (METEOROLOGIA APLICADA),32002017014P8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,5,5,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (MICROBIOLOGIA AGRÍCOLA),33002037005P2,ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ - USP,USP-ESALQ,SP,5,5,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (PRODUÇÃO VEGETAL),26001012010P9,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,AL,4,4,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (PRODUÇÃO VEGETAL),40001016031P6,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,5,5,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (PRODUÇÃO VEGETAL),32002017041P5,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,3,-,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (PRODUÇÃO VEGETAL),33004102001P4,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, JABOTICABAL",UNESP-JAB,SP,6,6,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (Produção Vegetal),52001016033P2,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,3,-,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (PROTEÇÃO DE PLANTAS),33004064034P1,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU",UNESP-BOT,SP,6,6,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (SOLOS E NUTRIÇÃO DE PLANTAS),32002017007P1,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,6,6,-,-,CIENCIAS AGRARIAS I
AGRONOMIA (SOLOS E NUTRIÇÃO DE PLANTAS),33002037006P9,ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ - USP,USP-ESALQ,SP,7,7,-,-,CIENCIAS AGRARIAS I
AGRONOMIA TROPICAL,12001015003P3,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,AM,4,4,-,-,CIENCIAS AGRARIAS I
AGROQUÍMICA,32004010013P8,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MG,5,5,-,-,CIENCIAS AGRARIAS I
AGROQUÍMICA,32002017015P4,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,4,4,-,-,CIENCIAS AGRARIAS I
AGROQUÍMICA,30001013104P5,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,ES,3,-,-,-,CIENCIAS AGRARIAS I
Agroquímica,52010015003P1,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IFGOIANO,GO,4,-,-,-,CIENCIAS AGRARIAS I
BIOENERGIA E GRÃOS,52010015106P5,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IFGOIANO,GO,-,-,3,-,CIENCIAS AGRARIAS I
BIOLOGIA VEGETAL,30001013016P9,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,ES,4,4,-,-,CIENCIAS AGRARIAS I
BIOMETRIA E ESTATÍSTICA APLICADA,25003011010P9,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,PE,4,4,-,-,CIENCIAS AGRARIAS I
Bioquímica Aplicada,32002017023P7,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,5,5,-,-,CIENCIAS AGRARIAS I
BIOTECNOLOGIA APLICADA À AGRICULTURA,40028011003P0,UNIVERSIDADE PARANAENSE,UNIPAR,PR,4,4,-,-,CIENCIAS AGRARIAS I
BIOTECNOLOGIA VEGETAL,32004010016P7,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MG,4,4,-,-,CIENCIAS AGRARIAS I
BOTÂNICA APLICADA,32004010025P6,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MG,4,4,-,-,CIENCIAS AGRARIAS I
CIENCIA DO SOLO,40001016014P4,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,5,5,-,-,CIENCIAS AGRARIAS I
CIENCIA DO SOLO,41002016003P1,UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UDESC,SC,5,5,-,-,CIENCIAS AGRARIAS I
CIÊNCIA DO SOLO,32004010002P6,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MG,7,7,-,-,CIENCIAS AGRARIAS I
CIÊNCIA DO SOLO,42002010027P4,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,RS,6,6,-,-,CIENCIAS AGRARIAS I
CIÊNCIA DO SOLO,42001013037P0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,6,6,-,-,CIENCIAS AGRARIAS I
Ciência do Solo,25003011003P2,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,PE,5,5,-,-,CIENCIAS AGRARIAS I
Ciência do Solo,22001018013P7,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,4,4,-,-,CIENCIAS AGRARIAS I
Ciência do Solo,24001031021P6,"UNIVERSIDADE FEDERAL DA PARAÍBA, AREIA",UFPB-AREIA,PB,3,-,-,-,CIENCIAS AGRARIAS I
CIÊNCIA E TECNOLOGIA DA MADEIRA,32004010018P0,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,MG,4,4,-,-,CIENCIAS AGRARIAS I
CIÊNCIA E TECNOLOGIA DE SEMENTES,42003016023P1,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,RS,-,-,4,-,CIENCIAS AGRARIAS I
CIÊNCIA E TECNOLOGIA DE SEMENTES,42003016016P5,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,RS,4,4,-,-,CIENCIAS AGRARIAS I
CIÊNCIA FLORESTAL,11001011071P6,UNIVERSIDADE FEDERAL DO ACRE,UFAC,AC,3,-,-,-,CIENCIAS AGRARIAS I
CIÊNCIA FLORESTAL,33004064082P6,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU",UNESP-BOT,SP,5,5,-,-,CIENCIAS AGRARIAS I
CIÊNCIA FLORESTAL,32010010005P1,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,MG,4,4,-,-,CIENCIAS AGRARIAS I
CIÊNCIA FLORESTAL,32002017012P5,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,5,5,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS AGRÁRIAS,28022017001P5,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,BA,4,4,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS AGRÁRIAS,24004014012P5,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,PB,4,-,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS AGRÁRIAS,32018010012P5,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI,UFSJ,MG,3,-,-,-,CIENCIAS AGRARIAS I
