Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
Direito,33002029051P9,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,3,-,-,-,DIREITO
Direito,31030017006P5,UNIVERSIDADE VEIGA DE ALMEIDA,UVA,RJ,4,4,-,-,DIREITO
Direito,32006012027P8,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,MG,3,-,-,-,DIREITO
Direito,32007019052P9,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,MG,3,-,-,-,DIREITO
Direito,42043018003P8,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,RS,3,-,-,-,DIREITO
DIREITO ,50001019025P4,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,MT,3,-,-,-,DIREITO
DIREITO ,12001015174P2,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,AM,A,-,-,-,DIREITO
DIREITO AGRÁRIO,52001016041P5,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,4,-,-,-,DIREITO
DIREITO AMBIENTAL,12008010002P5,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,AM,3,-,-,-,DIREITO
Direito Ambiental e Desenvolvimento Sustentável,32083017001P4,ESCOLA SUPERIOR DOM HELDER CÂMARA,ESDHC,MG,4,4,-,-,DIREITO
DIREITO CIVIL CONTEMPORÂNEO E PRÁTICA JURÍDICA,31005012159P2,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,RJ,-,-,A,-,DIREITO
DIREITO CONSTITUCIONAL,22002014003P8,UNIVERSIDADE DE FORTALEZA,UNIFOR,CE,6,6,-,-,DIREITO
Direito Constitucional,31003010080P8,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,RJ,4,-,-,-,DIREITO
Direito Constitucional,53019016001P9,INSTITUTO BRASILIENSE DE DIREITO PÚBLICO,IDP,DF,4,4,-,-,DIREITO
DIREITO DA EMPRESA E DOS NEGÓCIOS,42007011033P2,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,RS,-,-,3,-,DIREITO
Direito da Regulação,31011012015P7,FUNDAÇÃO GETÚLIO VARGAS,FGV,RJ,4,4,-,-,DIREITO
DIREITO DA SAÚDE: DIMENSÕES INDIVIDUAIS E COLETIVAS ,33087016003P5,UNIVERSIDADE SANTA CECÍLIA,UNISANTA,SP,3,-,-,-,DIREITO
DIREITO DA SOCIEDADE DA INFORMAÇÃO,33142017001P0,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,SP,3,-,-,-,DIREITO
