Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
BIOINFORMÁTICA,33002010188P9,UNIVERSIDADE DE SÃO PAULO,USP,SP,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
BIOINFORMÁTICA,23001011170P8,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,RN,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
BIOINFORMÁTICA,32001010068P4,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,7,7,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA ANIMAL,53001010045P7,UNIVERSIDADE DE BRASÍLIA,UNB,DF,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA APLICADA À SAÚDE,25001019079P6,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA CELULAR,32001010009P8,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,6,6,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA CELULAR E DO DESENVOLVIMENTO,41001010074P3,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA CELULAR E ESTRUTURAL,32002017028P9,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA CELULAR E ESTRUTURAL,33003017033P1,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,SP,6,6,-,-,CIÊNCIAS BIOLÓGICAS I
Biologia Celular e Estrutural Aplicadas,32006012031P5,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,MG,3,-,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA CELULAR E MOLECULAR,33002029006P3,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA CELULAR E MOLECULAR,42005019029P2,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUC/RS,RS,6,6,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA CELULAR E MOLECULAR,42001013068P2,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,7,7,-,-,CIÊNCIAS BIOLÓGICAS I
Biologia Celular e Molecular,24001015057P0,"UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA",UFPB-JP,PB,3,-,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA CELULAR E MOLECULAR APLICADA,25004018013P4,UNIVERSIDADE DE PERNAMBUCO,UPE,PE,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
Biologia Celular e Molecular Aplicada à Saúde,42019010013P0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,RS,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA DE SISTEMAS,33002010024P6,UNIVERSIDADE DE SÃO PAULO,USP,SP,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS,28007018008P8,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,BA,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA ESTRUTURAL E FUNCIONAL,33009015034P6,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA GERAL E APLICADA,33004064080P3,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU",UNESP-BOT,SP,6,6,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA HUMANA E EXPERIMENTAL,31004016017P7,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,RJ,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
Biologia Molecular e Celular,31021018016P5,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,RJ,3,-,-,-,CIÊNCIAS BIOLÓGICAS I
BIOLOGIA QUÍMICA,33009015071P9,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
BIOTECNOLOGIA E BIOPROCESSOS,33045011002P9,INSTITUTO BUTANTAN,IBU,SP,-,-,A,-,CIÊNCIAS BIOLÓGICAS I
Ciências ,33045011001P2,INSTITUTO BUTANTAN,IBU,SP,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS,32011016040P4,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL,MG,3,-,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS,23001011035P3,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,RN,3,-,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS,32007019006P7,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,MG,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS,32005016015P3,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,MG,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS,25001019045P4,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS,42046017003P7,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,RS,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS (BIOLOGIA CELULAR),40004015001P9,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,PR,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS (BIOLOGIA CELULAR E MOLECULAR),33004137046P4,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, RIO CLARO",UNESP-RC,SP,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS (BIOLOGIA GENÉTICA),33002010021P7,UNIVERSIDADE DE SÃO PAULO,USP,SP,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS (BIOLOGIA MOLECULAR),53001010007P8,UNIVERSIDADE DE BRASÍLIA,UNB,DF,6,6,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS (GENÉTICA),33004064026P9,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU",UNESP-BOT,SP,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS (GENÉTICA),31001017016P1,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,7,7,-,-,CIÊNCIAS BIOLÓGICAS I
CIÊNCIAS BIOLÓGICAS (GENÉTICA),33002029005P7,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,5,5,-,-,CIÊNCIAS BIOLÓGICAS I
GENÉTICA,40001016006P1,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
GENÉTICA,32001010054P3,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,6,6,-,-,CIÊNCIAS BIOLÓGICAS I
GENÉTICA,25001019037P1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
GENÉTICA,52002012008P4,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC-GOIÁS,GO,3,-,-,-,CIÊNCIAS BIOLÓGICAS I
"GENÉTICA, CONSERVAÇÃO E BIOLOGIA EVOLUTIVA",12002011009P8,INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA,INPA,AM,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
GENÉTICA E BIOLOGIA MOLECULAR,42001013010P4,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,7,7,-,-,CIÊNCIAS BIOLÓGICAS I
GENÉTICA E BIOLOGIA MOLECULAR,40002012005P1,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,PR,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
GENÉTICA E BIOLOGIA MOLECULAR,33003017024P2,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,SP,7,7,-,-,CIÊNCIAS BIOLÓGICAS I
GENÉTICA E BIOLOGIA MOLECULAR,15001016032P1,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,PA,6,6,-,-,CIÊNCIAS BIOLÓGICAS I
Genética e Biologia Molecular,52001016056P2,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
GENÉTICA E BIOQUÍMICA,32006012006P0,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,MG,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
GENÉTICA EVOLUTIVA E BIOLOGIA MOLECULAR,33001014012P1,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,SP,4,4,-,-,CIÊNCIAS BIOLÓGICAS I
INTERNACIONAL BIOLOGIA CELULAR E MOLECULAR VEGETAL,33002037022P4,ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ - USP,USP-ESALQ,SP,-,5,-,-,CIÊNCIAS BIOLÓGICAS I
PROFBIO ENSINO DE BIOLOGIA EM REDE NACIONAL,32001010175P5,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,-,-,4,-,CIÊNCIAS BIOLÓGICAS I
