Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
BIOQUÍMICA,41001010069P0,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,5,5,-,-,CIÊNCIAS BIOLÓGICAS II
Bioquímica,42046017002P0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,RS,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
Bioquímica e Bioprospecção,42003016040P3,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,RS,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
Bioquímica e Farmacologia,30001013049P4,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,ES,3,-,-,-,CIÊNCIAS BIOLÓGICAS II
BIOQUÍMICA E FISIOLOGIA,25001019009P8,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
BIOQUÍMICA E IMUNOLOGIA,32001010006P9,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
Biossistemas,33144010007P5,UNIVERSIDADE FEDERAL DO ABC,UFABC,SP,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
Ciências Aplicadas ao Sistema Musculoesquelético,31099017001P1,INSTITUTO NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,INTO,RJ,-,-,4,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS,52001016005P9,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,5,5,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS (BIOFÍSICA),31001017012P6,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS (BIOLOGIA MOLECULAR),33009015001P0,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA),42001013006P7,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA),33002010017P0,UNIVERSIDADE DE SÃO PAULO,USP,SP,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA TOXICOLÓGICA),42002010023P9,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,RS,6,6,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA),33002029003P4,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA E QUÍMICA MEDICINAL),31001017015P5,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,5,5,-,-,CIÊNCIAS BIOLÓGICAS II
Ciências Biológicas: Farmacologia e Terapêutica,42001013105P5,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS (FISIOLOGIA),31001017108P3,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS (FISIOLOGIA),42001013009P6,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,5,5,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS (FISIOLOGIA E FARMACOLOGIA),32001010007P5,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS),42001013011P0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,5,5,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS BIOMÉDICAS,40005011018P5,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,PR,3,-,-,-,CIÊNCIAS BIOLÓGICAS II
Ciências Biomédicas,33114013002P4,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,FHO,SP,3,-,-,-,CIÊNCIAS BIOLÓGICAS II
Ciências Biomédicas (Fisiologia e Farmacologia),31003010096P1,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,RJ,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS (BIOQUÍMICA),40001016003P2,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS (FISIOLOGIA GERAL),33002010174P8,UNIVERSIDADE DE SÃO PAULO,USP,SP,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS (FISIOLOGIA HUMANA),33002010172P5,UNIVERSIDADE DE SÃO PAULO,USP,SP,6,6,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS FISIOLÓGICAS,30001013002P8,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,ES,5,5,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS FISIOLÓGICAS,40002012175P4,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,PR,A,A,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS FISIOLÓGICAS,33001014037P4,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,SP,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS FISIOLÓGICAS,40004015071P7,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,PR,3,-,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS FISIOLÓGICAS,22003010007P0,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,CE,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS FISIOLÓGICAS,32012012005P0,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,MG,3,3,-,-,CIÊNCIAS BIOLÓGICAS II
Ciências Fisiológicas,42004012008P9,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,RS,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
Ciências Fisiológicas,27001016031P9,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FUFSE,SE,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS MORFOFUNCIONAIS,32018010043P8,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI,UFSJ,MG,4,-,-,-,CIÊNCIAS BIOLÓGICAS II
Ciências Morfofuncionais,22001018082P9,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
CIÊNCIAS MORFOLÓGICAS,31001017105P4,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
"Educação, Gestão e Difusão em Biociências",31001017149P1,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,-,-,3,-,CIÊNCIAS BIOLÓGICAS II
FARMACOLOGIA,40001016038P0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,5,5,-,-,CIÊNCIAS BIOLÓGICAS II
FARMACOLOGIA,33009015002P7,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,6,6,-,-,CIÊNCIAS BIOLÓGICAS II
FARMACOLOGIA,33003017051P0,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,SP,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
FARMACOLOGIA,33002010019P2,UNIVERSIDADE DE SÃO PAULO,USP,SP,5,5,-,-,CIÊNCIAS BIOLÓGICAS II
FARMACOLOGIA,22001018052P2,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,-,-,5,-,CIÊNCIAS BIOLÓGICAS II
FARMACOLOGIA,22001018007P7,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,6,6,-,-,CIÊNCIAS BIOLÓGICAS II
FARMACOLOGIA,21001014013P4,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,FUFPI,PI,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
FARMACOLOGIA,42002010032P8,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,RS,5,5,-,-,CIÊNCIAS BIOLÓGICAS II
FARMACOLOGIA,41001010076P6,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,-,-,4,-,CIÊNCIAS BIOLÓGICAS II
FARMACOLOGIA,41001010024P6,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,6,6,-,-,CIÊNCIAS BIOLÓGICAS II
FARMACOLOGIA E BIOTECNOLOGIA,33004064052P0,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU",UNESP-BOT,SP,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
FISIOLOGIA,33002029004P0,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
FISIOLOGIA,40001016072P4,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
Formação em Ciências para Professores.,31001017144P0,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,-,-,4,-,CIÊNCIAS BIOLÓGICAS II
FORMAÇÃO PARA A PESQUISA BIOMÉDICA,31001017148P5,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,-,-,4,-,CIÊNCIAS BIOLÓGICAS II
INOVAÇÃO TECNOLÓGICA E BIOFARMACÊUTICA,32001010171P0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,5,5,-,-,CIÊNCIAS BIOLÓGICAS II
Inovação Tecnológica e Propriedade Intelectual,32001010085P6,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,-,-,5,-,CIÊNCIAS BIOLÓGICAS II
MORFOTECNOLOGIA,25001019097P4,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,3,-,-,-,CIÊNCIAS BIOLÓGICAS II
Multicêntrico em Bioquímica e Biologia Molecular,33287015001P7,SOCIEDADE BRASILEIRA DE BIOQUÍMICA E BIOLOGIA MOLECULAR,SBBQ,SP,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,33147019001P2,SOCIEDADE BRASILEIRA DE FISIOLOGIA,SBFIS,SP,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
NEUROCIÊNCIA TRANSLACIONAL,31001017153P9,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,-,5,-,-,CIÊNCIAS BIOLÓGICAS II
NEUROCIÊNCIAS,41001010027P5,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,5,5,-,-,CIÊNCIAS BIOLÓGICAS II
NEUROCIÊNCIAS,23001011054P8,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,RN,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
NEUROCIÊNCIAS,31003010042P9,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,RJ,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
NEUROCIÊNCIAS E BIOLOGIA CELULAR,15001016044P0,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,PA,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
QUÍMICA BIOLÓGICA,31001017087P6,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,7,7,-,-,CIÊNCIAS BIOLÓGICAS II
QUÍMICA BIOLÓGICA ,22005013004P3,UNIVERSIDADE REGIONAL DO CARIRI,URCA,CE,4,4,-,-,CIÊNCIAS BIOLÓGICAS II
TECNOLOGIA DE IMUNOBIOLÓGICOS,31010016013P8,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,FIOCRUZ,RJ,-,-,4,-,CIÊNCIAS BIOLÓGICAS II
