Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
BIOENGENHARIA,33051011004P8,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,SP,-,-,3,-,ENGENHARIAS IV
BIOENGENHARIA,33056013013P9,UNIVERSIDADE BRASIL,UNIVBRASIL,SP,-,-,3,-,ENGENHARIAS IV
BIOENGENHARIA,33002045006P4,"UNIVERSIDADE DE SÃO PAULO, SÃO CARLOS",USP-SC,SP,4,4,-,-,ENGENHARIAS IV
Energia Elétrica,23001011068P9,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,RN,-,-,3,-,ENGENHARIAS IV
ENGENHARIA BIOMÉDICA,33008019006P6,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,SP,4,4,-,-,ENGENHARIAS IV
ENGENHARIA BIOMÉDICA,33051011002P5,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,SP,4,4,-,-,ENGENHARIAS IV
ENGENHARIA BIOMÉDICA,53001010083P6,UNIVERSIDADE DE BRASÍLIA,UNB,DF,3,-,-,-,ENGENHARIAS IV
ENGENHARIA BIOMÉDICA,31001017027P3,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,6,6,-,-,ENGENHARIAS IV
ENGENHARIA BIOMÉDICA,33009015172P0,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,3,-,-,-,ENGENHARIAS IV
ENGENHARIA BIOMÉDICA,33106010005P4,UNIVERSIDADE ANHEMBI MORUMBI,UAM,SP,4,4,-,-,ENGENHARIAS IV
ENGENHARIA BIOMÉDICA,32006012034P4,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,MG,4,4,-,-,ENGENHARIAS IV
Engenharia Biomédica,33056013015P1,UNIVERSIDADE BRASIL,UNIVBRASIL,SP,4,4,-,-,ENGENHARIAS IV
Engenharia Biomédica,25001019088P5,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,3,-,-,-,ENGENHARIAS IV
Engenharia Biomédica,40006018018P1,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,PR,-,-,3,-,ENGENHARIAS IV
Engenharia Biomédica,33144010015P8,UNIVERSIDADE FEDERAL DO ABC,UFABC,SP,3,-,-,-,ENGENHARIAS IV
ENGENHARIA DA INFORMAÇÃO,33144010004P6,UNIVERSIDADE FEDERAL DO ABC,UFABC,SP,4,4,-,-,ENGENHARIAS IV
ENGENHARIA DE AUTOMAÇÃO E SISTEMAS,41001010065P4,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,6,6,-,-,ENGENHARIAS IV
